latitude,longitude,cas_pozorovani_utc,misto_pozorovani,kdo_pocitil,popis_intenzity_kategorie,strach_panika,pohyb_predmetu,poskozeni_budov,zvuk_reportovan,ems98_odhad
49.3830481,14.1278796,2025-04-24 17:30:00+00:00,Doma,Jen respondent,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.4643099,13.6361303,2025-04-24 17:35:00+00:00,Venku/Nezadáno,Nezadáno,žádný,Ne/Nezadáno,Ne,Ne,Ano,I - Nepocítěno
49.6401169,14.2380452,2025-04-24 17:31:00+00:00,Doma,Většina,silné otřsx,Ne/Nezadáno,Ano,Ne,Ano,IV - Značně pozorované
49.3665843,14.236306,2025-04-24 17:33:00+00:00,Doma,Většina,slabé zachvění,Ano,Ano,Ne,Ano,V - Silné
49.4329465,13.8872106,2025-04-24 17:32:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.4279043,14.0348629,2025-04-24 17:30:00+00:00,Doma,Většina,silné otřsx,Ano,Ne,Ne,Ano,Neklasifikováno
49.691818,14.0265526,2025-04-24 17:30:00+00:00,Doma,Jen respondent,žádný,Ne/Nezadáno,Ne,Ne,Ano,II - Zřídka pocítěno
50.006349,14.6644772,2025-04-24 17:35:00+00:00,Doma,Jen respondent,žádný,Ne/Nezadáno,Ne,Nezadáno,Ano,II - Zřídka pocítěno
49.3084747,14.1545573,2025-04-24 17:35:00+00:00,Doma,Většina,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.3429275,14.2126867,2025-04-24 17:32:00+00:00,Doma,Většina,slabé zachvění,Ano,Ne,Nezadáno,Ano,III - Slabé
49.0488621,13.9968183,2025-04-24 17:32:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.3291251,14.1959929,2025-04-24 17:33:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.673927,14.045115,2025-04-24 17:35:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.6594137,14.0550084,2025-04-24 17:00:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.3735992,13.8833555,2025-04-24 17:32:00+00:00,Venku/Nezadáno,Většina,žádný,Ne/Nezadáno,Ne,Ne,Ano,Neklasifikováno
49.4175535,13.53041,2025-04-24 17:32:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.429085,14.0369783,2025-04-24 17:32:00+00:00,Doma,Většina,žádný,Ne/Nezadáno,Ne,Ne,Ano,Neklasifikováno
49.2648934,13.8692022,2025-04-24 17:30:00+00:00,Doma,Většina,nan,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.3713453,13.7395944,2025-04-24 17:30:00+00:00,Venku/Nezadáno,Většina,žádný,Ne/Nezadáno,Ano,Ne,Ano,Neklasifikováno
49.7822568,14.1973607,2025-04-24 17:33:00+00:00,Doma,Většina,žádný,Ano,Ne,Ne,Ano,Neklasifikováno
49.303454,14.158029,2025-04-24 17:30:00+00:00,Doma,Jen respondent,nan,Ano,Ne,Ne,Ano,Neklasifikováno
49.3156777,14.1365934,2025-04-24 17:00:00+00:00,Doma,Jen respondent,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.6576725,13.2991377,2025-04-24 17:35:00+00:00,Venku/Nezadáno,Jen respondent,slabé zachvění,Ano,Ne,Ne,Ano,Neklasifikováno
49.4857779,13.5819556,2025-04-24 17:40:00+00:00,Doma,Většina,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.5003566,13.8751531,2025-04-24 17:34:00+00:00,Doma,Většina,žádný,Ne/Nezadáno,Ne,Ne,Ano,Neklasifikováno
49.7373654,14.0939496,2025-04-24 17:32:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ano,Ne,Ano,IV - Značně pozorované
49.4827571,13.8397726,2025-04-24 17:35:00+00:00,Doma,Většina,silné otřsx,Ne/Nezadáno,Ano,Ne,Ano,Neklasifikováno
49.2118983,15.1222694,2025-04-24 17:35:00+00:00,Doma,Jen respondent,žádný,Ne/Nezadáno,Ne,Ne,Ano,II - Zřídka pocítěno
49.6089685,14.4557369,2025-04-24 17:32:00+00:00,Venku/Nezadáno,Nezadáno,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,Neklasifikováno
49.3567607,14.093058,2025-04-24 17:32:00+00:00,Doma,Většina,žádný,Ano,Ne,Ne,Ano,Neklasifikováno
49.6205965,14.1355687,2025-04-24 17:30:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Nezadáno,Ano,III - Slabé
49.5834903,14.3032379,2025-04-24 17:35:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ano,Ne,Ano,IV - Značně pozorované
49.6902231,14.3976986,2025-04-24 17:30:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ano,Ne,Ano,IV - Značně pozorované
49.5512599,14.5265422,2025-04-24 17:35:00+00:00,Doma,Jen respondent,žádný,Ne/Nezadáno,Ne,Ne,Ano,II - Zřídka pocítěno
49.3670249,14.2206051,2025-04-24 17:30:00+00:00,Doma,Většina,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.4711705,14.0726666,2025-04-24 18:32:00+00:00,Doma,Jen respondent,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.4892691,13.7703718,2025-04-24 17:33:00+00:00,Venku/Nezadáno,Nezadáno,žádný,Ano,Ne,Nezadáno,Ano,I - Nepocítěno
49.3061511,14.1608768,2025-04-24 17:35:00+00:00,Doma,Jen respondent,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.3082051,14.3837319,2025-04-24 17:32:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.5176051,14.2780991,2025-04-24 17:30:00+00:00,Doma,Jen respondent,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.55417,14.33625,2025-04-24 17:35:00+00:00,Doma,Většina,slabé zachvění,Ano,Ano,Ne,Ano,V - Silné
49.4449246,14.3692407,2025-04-24 17:31:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.698446,14.2340402,2025-04-24 17:45:00+00:00,Doma,Jen respondent,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.3029988,14.1513302,2025-04-24 17:32:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.4426173,14.3717908,2025-04-24 17:32:00+00:00,Doma,Většina,slabé zachvění,Ano,Ano,Ne,Ano,V - Silné
49.444394,14.3505989,2025-04-24 17:32:00+00:00,Doma,Většina,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.4579059,13.7840682,2025-04-24 17:32:00+00:00,Doma,Jen respondent,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.5234599,14.4275728,2025-04-24 17:35:00+00:00,Doma,Nezadáno,slabé zachvění,Ne/Nezadáno,Ne,Nezadáno,Ano,Neklasifikováno
49.363914,14.5786881,2025-04-24 17:33:00+00:00,Doma,Většina,žádný,Ano,Ne,Ne,Ano,Neklasifikováno
49.6390235,14.2534486,2025-04-24 17:29:00+00:00,Doma,Většina,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.5179691,14.2789131,2025-04-24 17:30:00+00:00,Doma,Většina,silné otřsx,Ano,Ano,Ne,Ano,V - Silné
49.3084462,14.1316914,2025-04-24 17:32:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.5427742,14.3083625,2025-04-24 17:25:00+00:00,Doma,Většina,silné otřsx,Ne/Nezadáno,Ano,Ne,Ano,Neklasifikováno
49.3082051,14.3837319,2025-04-24 17:32:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Nezadáno,Ano,III - Slabé
49.3139752,14.1565458,2025-04-24 17:30:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ano,Ne,Ano,IV - Značně pozorované
49.3021311,14.1332866,2025-04-24 17:36:00+00:00,Doma,Většina,žádný,Ano,Ne,Ne,Ano,Neklasifikováno
49.6912534,14.0306861,2025-04-24 17:50:00+00:00,Doma,Většina,silné otřsx,Ano,Ano,Ne,Ano,V - Silné
49.4531568,13.9700901,2025-04-24 17:33:00+00:00,Doma,Většina,žádný,Ne/Nezadáno,Ne,Ne,Ano,Neklasifikováno
49.7504373,18.0439448,2025-04-24 17:33:00+00:00,Doma,Jen respondent,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ne,III - Slabé
49.3078133,14.1636483,2025-04-24 17:32:00+00:00,Venku/Nezadáno,Většina,silné otřsx,Ano,Ne,Ne,Ano,Neklasifikováno
49.2991242,14.7455995,2025-04-24 17:32:00+00:00,Venku/Nezadáno,Nezadáno,nevím,Ne/Nezadáno,Ano,Ne,Ano,Neklasifikováno
49.4568947,14.3314058,2025-04-24 17:00:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ano,Ne,Ano,IV - Značně pozorované
49.795672,14.2501299,2025-04-24 17:35:00+00:00,Doma,Většina,žádný,Ne/Nezadáno,Ne,Ne,Ano,Neklasifikováno
49.2650169,13.8956885,2025-04-24 17:33:00+00:00,Venku/Nezadáno,Jen respondent,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,Neklasifikováno
49.7806324,14.2000454,2025-04-24 17:32:00+00:00,Doma,Většina,žádný,Ne/Nezadáno,Ne,Nezadáno,Ano,Neklasifikováno
49.4270058,13.8841628,2025-04-24 17:33:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.2690531,14.0725414,2025-04-24 17:32:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.5049031,14.4803582,2025-04-24 17:32:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ne,III - Slabé
49.3249078,14.290318,2025-04-24 17:33:00+00:00,Doma,Jen respondent,žádný,Ano,Ne,Ne,Ano,Neklasifikováno
49.8561545,14.456312,2025-04-24 18:00:00+00:00,Doma,Nezadáno,nan,Ne/Nezadáno,Ne,Ne,Ano,Neklasifikováno
49.4712213,14.0545599,2025-04-24 17:32:00+00:00,Doma,Většina,žádný,Ne/Nezadáno,Ne,Ne,Ne,Neklasifikováno
49.3630729,13.7687017,2025-04-24 17:32:00+00:00,Doma,Většina,žádný,Ne/Nezadáno,Ne,Ne,Ano,Neklasifikováno
49.7448926,14.2946506,2025-04-24 17:30:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.0817231,13.8949959,2025-04-24 17:33:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.6368376,14.3109957,2025-04-24 17:32:00+00:00,Doma,Většina,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.432314,14.0433729,2025-04-24 17:30:00+00:00,Doma,Jen respondent,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.6205965,14.1355687,2025-04-24 17:35:00+00:00,Doma,Většina,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.3008688,14.1217394,2025-04-24 17:15:00+00:00,Doma,Většina,žádný,Ano,Ne,Ne,Ano,Neklasifikováno
49.6644413,14.4787462,2025-04-24 17:30:00+00:00,Doma,Jen respondent,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.6256637,13.9675504,2025-04-24 17:22:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.163218,13.8901963,2025-04-24 17:00:00+00:00,Doma,Jen respondent,žádný,Ano,Ne,Ne,Ne,Neklasifikováno
49.6596949,14.4347882,2025-04-24 17:30:00+00:00,Doma,Jen respondent,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.7926769,14.1799775,2025-04-24 17:30:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.4257065,14.0384089,2025-04-24 17:00:00+00:00,Doma,Jen respondent,žádný,Ne/Nezadáno,Ne,Ne,Ano,II - Zřídka pocítěno
49.433717,13.8801293,2025-04-24 17:35:00+00:00,Doma,Většina,žádný,Ne/Nezadáno,Ne,Ne,Ano,Neklasifikováno
49.3055505,14.1572669,2025-04-24 17:35:00+00:00,Venku/Nezadáno,Jen respondent,slabé zachvění,Ano,Ano,Ne,Ano,Neklasifikováno
49.6354773,14.0433561,2025-04-24 17:31:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.297883,13.748935,2025-04-24 17:30:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.402366,14.3379967,2025-04-24 17:35:00+00:00,Doma,Většina,žádný,Ano,Ne,Ne,Ano,Neklasifikováno
49.3040617,14.01682,2025-04-24 17:50:00+00:00,Doma,Jen respondent,žádný,Ne/Nezadáno,Ne,Ne,Ano,II - Zřídka pocítěno
49.6046109,14.2774242,2025-04-24 17:33:00+00:00,Doma,Většina,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.3086456,14.1630601,2025-04-24 17:00:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.2548637,14.0233933,2025-04-24 17:30:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.795672,14.2501299,2025-04-24 17:30:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ano,Ne,Ano,IV - Značně pozorované
49.3170885,14.1076241,2025-04-24 17:20:00+00:00,Doma,Většina,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
0.0,0.0,2025-04-24 17:32:00+00:00,Doma,Nezadáno,žádný,Ano,Ne,Ne,Ano,I - Nepocítěno
49.3477734,13.8120341,2025-04-24 17:30:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.3508835,14.1416521,2025-04-24 17:33:00+00:00,Doma,Většina,žádný,Ne/Nezadáno,Ne,Ne,Ano,Neklasifikováno
49.4890817,13.761458,2025-04-24 17:30:00+00:00,Doma,Většina,žádný,Ne/Nezadáno,Ne,Ne,Ano,Neklasifikováno
49.6025187,14.3539,2025-04-24 17:35:00+00:00,Doma,Jen respondent,slabé zachvění,Ano,Ano,Ne,Ano,Neklasifikováno
49.3774574,13.9421618,2025-04-24 17:32:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.7905185,14.1747472,2025-04-24 17:35:00+00:00,Venku/Nezadáno,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,Neklasifikováno
49.5508709,14.3759627,2025-04-24 17:40:00+00:00,Doma,Většina,slabé zachvění,Ano,Ne,Nezadáno,Ano,III - Slabé
49.5753738,14.2503166,2025-04-24 17:30:00+00:00,Doma,Jen respondent,silné otřsx,Ne/Nezadáno,Ne,Nezadáno,Ano,Neklasifikováno
49.4998903,14.2117591,2025-04-24 17:00:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.4849882,14.0734206,2025-04-24 17:30:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.6390235,14.2534486,2025-04-24 17:33:00+00:00,Doma,Nezadáno,slabé zachvění,Ne/Nezadáno,Ne,Nezadáno,Ano,Neklasifikováno
49.6205965,14.1355687,2025-04-24 17:35:00+00:00,Doma,Většina,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.4286546,14.418156,2025-04-24 17:30:00+00:00,Doma,Jen respondent,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.5531334,14.2120306,2025-04-24 17:31:00+00:00,Doma,Většina,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.4394093,14.3713918,2025-04-24 17:30:00+00:00,Doma,Jen respondent,slabé zachvění,Ano,Ano,Ne,Ano,Neklasifikováno
49.3443942,13.6156048,2025-04-24 17:35:00+00:00,Doma,Jen respondent,slabé zachvění,Ano,Ano,Ne,Ano,Neklasifikováno
49.514785,13.9183933,2025-04-24 17:30:00+00:00,Doma,Většina,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.5596666,13.9232454,2025-04-24 17:34:00+00:00,Doma,Většina,slabé zachvění,Ano,Ano,Ne,Ano,V - Silné
49.314434,14.1275391,2025-04-24 17:30:00+00:00,Doma,Většina,silné otřsx,Ano,Ne,Ne,Ano,Neklasifikováno
49.4627051,13.7406055,2025-04-24 17:32:33+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.340625,14.0339604,2025-04-24 17:33:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.4492375,14.2208047,2025-04-24 17:33:00+00:00,Doma,Většina,silné otřsx,Ano,Ano,Ne,Ano,V - Silné
49.6987076,14.3796559,2025-04-24 17:32:00+00:00,Doma,Jen respondent,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.3137795,14.164337,2025-04-24 17:35:00+00:00,Doma,Většina,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.390532,14.1286166,2025-04-24 17:30:00+00:00,Doma,Většina,žádný,Ne/Nezadáno,Ne,Ne,Ano,Neklasifikováno
49.358388,14.1049258,2025-04-24 17:32:00+00:00,Doma,Většina,žádný,Ne/Nezadáno,Ne,Ne,Ano,Neklasifikováno
49.835536,14.5994231,2025-04-24 17:35:00+00:00,Doma,Jen respondent,žádný,Ne/Nezadáno,Ne,Ne,Ano,II - Zřídka pocítěno
49.3156777,14.1365934,2025-04-24 17:35:00+00:00,Doma,Většina,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.795672,14.2501299,2025-04-24 16:55:00+00:00,Doma,Většina,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.640072,13.9717992,2025-04-24 17:32:00+00:00,Doma,Jen respondent,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.4024691,14.3395399,2025-04-24 17:30:00+00:00,Doma,Nezadáno,žádný,Ano,Ne,Ne,Ano,I - Nepocítěno
49.5828941,13.5323715,2025-04-24 17:34:00+00:00,Doma,Jen respondent,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ne,III - Slabé
49.6988691,14.2995364,2025-04-24 17:35:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.3014386,14.1436258,2025-04-24 17:32:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.2301927,13.8705843,2025-04-24 17:33:00+00:00,Doma,Většina,žádný,Ne/Nezadáno,Ne,Ne,Ano,Neklasifikováno
49.424893,13.8817644,2025-04-24 17:32:00+00:00,Venku/Nezadáno,Většina,žádný,Ne/Nezadáno,Ne,Nezadáno,Ano,Neklasifikováno
49.5846388,14.0513875,2025-04-24 17:30:00+00:00,Doma,Většina,žádný,Ano,Ne,Ne,Ano,Neklasifikováno
49.4655806,14.0692278,2025-04-24 17:34:00+00:00,Doma,Většina,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.4465537,13.8358727,2025-04-24 17:40:00+00:00,Doma,Většina,žádný,Ne/Nezadáno,Ne,Ne,Ano,Neklasifikováno
49.3100782,14.150077,2025-04-24 17:32:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ano,Nezadáno,Ano,IV - Značně pozorované
49.4132666,13.9474333,2025-04-24 17:32:00+00:00,Doma,Jen respondent,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.7885382,14.1573296,2025-04-24 17:20:00+00:00,Doma,Jen respondent,žádný,Ne/Nezadáno,Ne,Ne,Ano,II - Zřídka pocítěno
49.5006351,14.0617058,2025-04-24 17:33:00+00:00,Doma,Většina,silné otřsx,Ne/Nezadáno,Ano,Ne,Ano,Neklasifikováno
49.5892381,14.2214101,2025-04-24 17:31:00+00:00,Doma,Většina,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.6522204,14.5198056,2025-04-24 17:32:00+00:00,Doma,Jen respondent,žádný,Ano,Ne,Ne,Ano,Neklasifikováno
49.7423788,14.1551907,2025-04-24 17:32:00+00:00,Doma,Jen respondent,žádný,Ne/Nezadáno,Ne,Ne,Ano,II - Zřídka pocítěno
49.7028986,14.3475661,2025-04-24 17:32:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.795672,14.2501299,2025-04-24 17:30:00+00:00,Venku/Nezadáno,Jen respondent,žádný,Ano,Ne,Ne,Ano,Neklasifikováno
49.4025851,13.4271667,2025-04-24 18:40:00+00:00,Doma,Jen respondent,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.3967841,14.4813772,2025-04-24 17:30:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.2707115,14.1971269,2025-04-24 17:48:00+00:00,Doma,Většina,silné otřsx,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.784043,14.2080764,2025-04-24 17:30:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.3713453,13.7395944,2025-04-24 17:33:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.6616726,13.9520365,2025-04-24 17:30:00+00:00,Doma,Většina,žádný,Ne/Nezadáno,Ne,Nezadáno,Ano,Neklasifikováno
49.5926157,13.8411372,2025-04-24 17:35:00+00:00,Doma,Většina,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.685432,13.9989449,2025-04-24 17:30:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.2499085,13.9145417,2025-04-24 17:33:00+00:00,Doma,Jen respondent,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.2995633,14.11989,2025-04-24 17:35:00+00:00,Doma,Většina,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.4465537,13.8358727,2025-04-24 17:40:00+00:00,Doma,Většina,žádný,Ne/Nezadáno,Ne,Ne,Ano,Neklasifikováno
49.2706144,13.9099031,2025-04-24 17:32:00+00:00,Doma,Většina,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.5926157,13.8411372,2025-04-24 17:35:00+00:00,Doma,Většina,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.4282669,13.8666524,2025-04-24 17:00:34+00:00,Doma,Většina,slabé zachvění,Ano,Ano,Ne,Ano,V - Silné
49.4132302,14.0324441,2025-04-24 17:30:00+00:00,Doma,Jen respondent,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.2648934,13.8692022,2025-04-24 17:32:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.5282541,13.8051157,2025-04-24 17:30:00+00:00,Doma,Většina,žádný,Ne/Nezadáno,Ne,Ne,Ano,Neklasifikováno
49.4247767,14.0345163,2025-04-24 17:32:00+00:00,Venku/Nezadáno,Nezadáno,slabé zachvění,Ne/Nezadáno,Ne,Nezadáno,Ano,Neklasifikováno
49.4360434,14.0494198,2025-04-24 17:32:00+00:00,Doma,Jen respondent,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.3210256,13.7004569,2025-04-24 17:30:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.602143,14.1381328,2025-04-24 17:30:00+00:00,Doma,Většina,silné otřsx,Ano,Ano,Ne,Ano,V - Silné
49.5244385,13.8442976,2025-04-24 17:33:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.6205965,14.1355687,2025-04-24 17:32:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ano,Ne,Ne,IV - Značně pozorované
49.6205965,14.1355687,2025-04-24 17:32:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ano,Ne,Ne,IV - Značně pozorované
49.7161608,13.9473141,2025-04-24 17:35:00+00:00,Doma,Většina,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.6647099,13.9654369,2025-04-24 17:30:00+00:00,Doma,Jen respondent,žádný,Ne/Nezadáno,Ne,Ne,Ano,II - Zřídka pocítěno
49.4239293,14.5217364,2025-04-24 17:34:00+00:00,Doma,Většina,slabé zachvění,Ano,Ano,Ne,Ano,V - Silné
49.4655806,14.0692278,2025-04-24 17:40:00+00:00,Doma,Většina,žádný,Ne/Nezadáno,Ne,Ne,Ano,Neklasifikováno
49.8057336,14.2932093,2025-04-24 17:30:00+00:00,Doma,Většina,žádný,Ano,Ne,Ne,Ano,Neklasifikováno
49.248992,13.916119,2025-04-24 17:32:00+00:00,Doma,Nezadáno,slabé zachvění,Ano,Ano,Ne,Ano,Neklasifikováno
49.3578961,14.3776886,2025-04-24 17:30:00+00:00,Doma,Většina,silné otřsx,Ano,Ano,Ne,Ano,V - Silné
49.72655,14.2932992,2025-04-24 17:33:00+00:00,Doma,Většina,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.531689,13.9225144,2025-04-24 17:30:00+00:00,Venku/Nezadáno,Jen respondent,žádný,Ano,Ne,Ne,Ano,Neklasifikováno
49.3088227,14.14906,2025-04-24 17:30:00+00:00,Doma,Většina,slabé zachvění,Ano,Ano,Nezadáno,Ano,V - Silné
49.685432,13.9989449,2025-04-24 16:20:00+00:00,Doma,Většina,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.531689,13.9225144,2025-04-24 17:30:00+00:00,Venku/Nezadáno,Jen respondent,žádný,Ano,Ne,Ne,Ano,Neklasifikováno
49.6256637,13.9675504,2025-04-24 17:34:00+00:00,Doma,Nezadáno,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,Neklasifikováno
49.4482297,14.3663344,2025-04-24 17:30:00+00:00,Doma,Jen respondent,žádný,Ne/Nezadáno,Ne,Ne,Ano,II - Zřídka pocítěno
49.3120664,14.151351,2025-04-24 17:33:00+00:00,Doma,Většina,slabé zachvění,Ano,Ano,Ne,Ano,V - Silné
49.6408551,13.9708874,2025-04-24 17:30:00+00:00,Doma,Většina,žádný,Ano,Ne,Ne,Ano,Neklasifikováno
49.3178531,13.9287932,2025-04-24 17:30:00+00:00,Doma,Většina,žádný,Ano,Ne,Ne,Ano,Neklasifikováno
49.4479573,14.0354912,2025-04-24 17:40:00+00:00,Doma,Většina,silné otřsx,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.2185209,14.4313398,2025-04-24 17:32:00+00:00,Doma,Nezadáno,slabé zachvění,Ano,Ne,Ne,Ano,Neklasifikováno
49.6062159,14.2773932,2025-04-24 17:32:00+00:00,Doma,Většina,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.5176051,14.2780991,2025-04-24 17:32:00+00:00,Doma,Většina,žádný,Ano,Ne,Ne,Ano,Neklasifikováno
